"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2465753","Myunghwan  Kim and Roshan  Sumbaly and Sam  Shah","","","","Root Cause Detection in a Service-oriented Architecture","93--104","","12","anomaly correlation, call graph, monitoring, service-oriented architecture","10.1145/2494232.2465753","SIGMETRICS Perform. Eval. Rev.","June 2013","41","1","","June","2013","0163-5999","","","","","","ACM","New York, NY, USA"
"article","3154852","Nirmal K Mukhi and Srijith  Prabhu and Bruce  Slawson","","","","Using a Serverless Framework for Implementing a Cognitive Tutor: Experiences and Issues","11--15","","5","microservice orchestration, real-time interaction, serverless computing","10.1145/3154847.3154852","","","","","","","2017","","Proceedings of the 2Nd International Workshop on Serverless Computing","WoSC '17","","978-1-4503-5434-9","Las Vegas, Nevada","ACM","New York, NY, USA"
"article","2460389","Eirini  Kaldeli and Ehsan Ullah Warriach and Alexander  Lazovik and Marco  Aiello","","","","Coordinating the Web of Services for a Smart Home","10:1--10:40","10","40","Service-oriented architecture, internet of things, service composition","10.1145/2460383.2460389","ACM Trans. Web","May 2013","7","2","","May","2013","1559-1131","","","","","","ACM","New York, NY, USA"
"article","3195535","Munezero Immacul&#233;e Jos&#233;lyne and Doreen  Tuheirwe-Mukasa and Benjamin  Kanagwa and Joseph  Balikuddembe","","","","Partitioning Microservices: A Domain Engineering Approach","43--49","","7","DDD pattern, sizing microservice, weather domain","10.1145/3195528.3195535","","","","","","","2018","","Proceedings of the 2018 International Conference on Software Engineering in Africa","SEiA '18","","978-1-4503-5719-7","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2031330","Salma  Najar and Manuele  Kirsch-Pinheiro and Carine  Souveyet","","","","Towards Semantic Modeling of Intentional Pervasive Information Systems","30--34","","5","OWL-S, context aware service, intention, pervasive information system, service orientation","10.1145/2031325.2031330","","","","","","","2011","","Proceedings of the 6th International Workshop on Enhanced Web Service Technologies","WEWST '11","","978-1-4503-0748-2","Lugano, Switzerland","ACM","New York, NY, USA"
"proceeding","2666048","","","","Conference Chair-Patricia  Lago and Conference Chair-Grace A. Lewis and Conference Chair-Andreas  Metzger and Conference Chair-Vladimir  Tosic","","","","","","","","","","","","","2012","","Proceedings of the 4th International Workshop on Principles of Engineering Service-Oriented Systems","","","978-1-4673-1755-9","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","1370858","Jo&#235;lle  Coutaz","","","","End-user Programming and the Intrinsic Complexity of Networked Artefacts","48--51","","4","end-user development, end-user programming, service-oriented computing., ubiquitous computing","10.1145/1370847.1370858","","","","","","","2008","","Proceedings of the 4th International Workshop on End-user Software Engineering","WEUSE '08","","978-1-60558-034-0","Leipzig, Germany","ACM","New York, NY, USA"
"article","1943564","Dominik  Seiler and Ernst  Juhnke and Ralph  Ewerth and Manfred  Grauer and Bernd  Freisleben","","","","Efficient Data Transmission Between Multimedia Web Services via Aspect-oriented Programming","93--104","","12","aspect-oriented programming, bpel, distributed multimedia analysis, service-oriented architecture, web services","10.1145/1943552.1943564","","","","","","","2011","","Proceedings of the Second Annual ACM Conference on Multimedia Systems","MMSys '11","","978-1-4503-0518-1","San Jose, CA, USA","ACM","New York, NY, USA"
"article","1346241","Seung Hwan Ryu and Fabio  Casati and Halvard  Skogsrud and Boualem  Benatallah and R&#233;gis  Saint-Paul","","","","Supporting the Dynamic Evolution of Web Service Protocols in Service-oriented Architectures","13:1--13:46","13","46","Business protocols, Web services, change impact analysis, decision trees, dynamic evolution, ongoing instances","10.1145/1346337.1346241","ACM Trans. Web","April 2008","2","2","","May","2008","1559-1131","","","","","","ACM","New York, NY, USA"
"proceeding","1808885","","","","General Chair-Grace A. Lewis and General Chair-Andreas  Metzger and General Chair-Marco  Pistore and General Chair-Dennis  Smith and General Chair-Andrea  Zisman","","","","","","","","","","","","","2010","","Proceedings of the 2Nd International Workshop on Principles of Engineering Service-Oriented Systems","","","978-1-60558-963-3","Cape Town, South Africa","ACM","New York, NY, USA"
"article","2959871","","","","Speaker-Yasha  Podeswa","Let's Build a Service Oriented Data Pipeline","--","","","","10.1145/2959689.2959871","","","","","","","2016","","Applicative 2016","Applicative 2016","","978-1-4503-4464-7","New York, NY, USA","ACM","New York, NY, USA"
"article","3014850","Pengbo  Xiu and Jian  Yang and Weiliang  Zhao","","","","A Change Management Framework for Service Based Business Process","36:1--36:9","36","9","change management, data anomaly, petri net, service based business process","10.1145/3014812.3014850","","","","","","","2017","","Proceedings of the Australasian Computer Science Week Multiconference","ACSW '17","","978-1-4503-4768-6","Geelong, Australia","ACM","New York, NY, USA"
"article","1244027","Rui  Zhang and Steve  Moyle and Steve  McKeever and Alan  Bivens","","","","Performance Problem Localization in Self-healing, Service-oriented Systems Using Bayesian Networks","104--109","","6","Bayesian networks, end-to-end response time, missing data, problem localization, service-oriented computing","10.1145/1244002.1244027","","","","","","","2007","","Proceedings of the 2007 ACM Symposium on Applied Computing","SAC '07","","1-59593-480-4","Seoul, Korea","ACM","New York, NY, USA"
"article","1370935","Ramin  Karim and Mira  Kajko-Mattsson and Peter  S&#246;derholm","","","","Exploiting SOA Within Emaintenance","75--80","","6","aviation, framework, industrial maintenance, information systems, support services","10.1145/1370916.1370935","","","","","","","2008","","Proceedings of the 2Nd International Workshop on Systems Development in SOA Environments","SDSOA '08","","978-1-60558-029-6","Leipzig, Germany","ACM","New York, NY, USA"
"article","1370932","Francesca  Arcelli and Christian  Tosi and Marco  Zanoni","","","","Can Design Pattern Detection Be Useful for Legacy Systemmigration Towards SOA?","63--68","","6","design pattern detection, soa","10.1145/1370916.1370932","","","","","","","2008","","Proceedings of the 2Nd International Workshop on Systems Development in SOA Environments","SDSOA '08","","978-1-60558-029-6","Leipzig, Germany","ACM","New York, NY, USA"
"article","2307832","Mike  Amundsen","","","","From APIs to Affordances: A New Paradigm for Web Services","53--60","","8","HTTP, SOA, WWW, distributed computing, evolvability, hypermedia, networks, rest, usability, web services","10.1145/2307819.2307832","","","","","","","2012","","Proceedings of the Third International Workshop on RESTful Design","WS-REST '12","","978-1-4503-1190-8","Lyon, France","ACM","New York, NY, USA"
"article","3148093","Dharmendra  Shadija and Mo  Rezai and Richard  Hill","","","","Microservices: Granularity vs. Performance","215--220","","6","internet of things, microservice architecture, performance, software engineering","10.1145/3147234.3148093","","","","","","","2017","","Companion Proceedings of the10th International Conference on Utility and Cloud Computing","UCC '17 Companion","","978-1-4503-5195-9","Austin, Texas, USA","ACM","New York, NY, USA"
"article","1858266","Leo  Hatvani and Anton  Jansen and Cristina  Seceleanu and Paul  Pettersson","","","","An Integrated Tool for Trade-off Analysis of Quality-of-service Attributes","2:1--2:6","2","6","analytic hierarchy process, quality-of-service attributes, trade-off analysis","10.1145/1858263.1858266","","","","","","","2010","","Proceedings of the 2Nd International Workshop on the Quality of Service-Oriented Software Systems","QUASOSS '10","","978-1-4503-0239-5","Oslo, Norway","ACM","New York, NY, USA"
"article","3007655","Elyas  Ben Hadj Yahia and Inti  Gonzalez-Herrera and Anthony  Bayle and Y&#233;rom-David  Bromberg and Laurent  R&#233;veill&#232;re","","","","Towards Scalable Service Composition","3:1--3:6","3","6","Distributed systems, Microservices, Scalability, Service orchestration, Web composition","10.1145/3007646.3007655","","","","","","","2016","","Proceedings of the Industrial Track of the 17th International Middleware Conference","Middleware Industry '16","","978-1-4503-4664-1","Trento, Italy","ACM","New York, NY, USA"
"article","3190546","Gopal  Kakivaya and Lu  Xun and Richard  Hasha and Shegufta Bakht Ahsan and Todd  Pfleiger and Rishi  Sinha and Anurag  Gupta and Mihail  Tarta and Mark  Fussell and Vipul  Modi and Mansoor  Mohsin and Ray  Kong and Anmol  Ahuja and Oana  Platon and Alex  Wun and Matthew  Snider and Chacko  Daniel and Dan  Mastrian and Yang  Li and Aprameya  Rao and Vaishnav  Kidambi and Randy  Wang and Abhishek  Ram and Sumukh  Shivaprakash and Rajeet  Nair and Alan  Warwick and Bharat S. Narasimman and Meng  Lin and Jeffrey  Chen and Abhay Balkrishna Mhatre and Preetha  Subbarayalu and Mert  Coskun and Indranil  Gupta","","","","Service Fabric: A Distributed Platform for Building Microservices in the Cloud","33:1--33:15","33","15","distributed systems, failure detection, microservices, production systems, scheduling","10.1145/3190508.3190546","","","","","","","2018","","Proceedings of the Thirteenth EuroSys Conference","EuroSys '18","","978-1-4503-5584-1","Porto, Portugal","ACM","New York, NY, USA"
"article","1486977","Rong  Zhou and Ren  Wei and Gang  Chen and Zhonghua  Yang and Haifeng  Shen and Jingbing  Zhang and Ming  Luo","","","","Ant Colony Inspired Self-Healing for Resource Allocation in Service-Oriented Environment Considering Resource Breakdown","66--69","","4","ant colony optimization algorithm, self-healing, resource allocation, Service-Oriented environment","10.1109/WIIAT.2008.105","","","","","","","2008","","Proceedings of the 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 01","WI-IAT '08","","978-0-7695-3496-1","","IEEE Computer Society","Washington, DC, USA"
"article","2677026","Thiago  Furtado and Emilio  Francesquini and Nelson  Lago and Fabio  Kon","","","","A Middleware for Reflective Web Service Choreographies on the Cloud","9:1--9:6","9","6","QoS, SOA, middleware, reflection","10.1145/2677017.2677026","","","","","","","2014","","Proceedings of the 13th Workshop on Adaptive and Reflective Middleware","ARM '14","","978-1-4503-3232-3","Bordeaux, France","ACM","New York, NY, USA"
"article","1266904","Szabolcs  Rozsnyai and Josef  Schiefer and Alexander  Schatten","","","","Concepts and Models for Typing Events for Event-based Systems","62--70","","9","complex event processing, event model, event stream processing, service oriented architecture","10.1145/1266894.1266904","","","","","","","2007","","Proceedings of the 2007 Inaugural International Conference on Distributed Event-based Systems","DEBS '07","","978-1-59593-665-3","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2539192","Diana  Allam and Herv&#233;  Grall and Jean-Claude  Royer","","","","The Substitution Principle in an Object-Oriented Framework for Web Services: From Failure to Success","250:250--250:259","250","10","Basics of Category Theory, Interoperability, Loose Coupling, Object-Oriented Programming, Service-Oriented Computing, Subtyping","10.1145/2539150.2539192","","","","","","","2013","","Proceedings of International Conference on Information Integration and Web-based Applications &#38; Services","IIWAS '13","","978-1-4503-2113-6","Vienna, Austria","ACM","New York, NY, USA"
"article","1568227","Antonin  Chazalet and Philippe  Lalanda","","","","A Model-driven Environment for the Deployment of Pervasive Service-oriented Applications","149--158","","10","model-driven deployment, model-driven engineering, pervasive computing, service-oriented computing (soc)","10.1145/1568199.1568227","","","","","","","2009","","Proceedings of the 2009 International Conference on Pervasive Services","ICPS '09","","978-1-60558-644-1","London, United Kingdom","ACM","New York, NY, USA"
"article","1297974","John  Tibbetts and Carl  Lentz and Jeroen  van Tyn and Ward  Cunningham","","","","The Role of Objects in a Services-obsessed World","1031--1033","","3","SOA, reuse, software","10.1145/1297846.1297974","","","","","","","2007","","Companion to the 22Nd ACM SIGPLAN Conference on Object-oriented Programming Systems and Applications Companion","OOPSLA '07","","978-1-59593-865-7","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","1839741","Herwig  Zeiner and Wolfgang  Halb and Harald  Lernbei&#223; and Bernhard  Jandl and Christian  Derler","","","","Making Business Processes Adaptive Through Semantically Enhanced Workflow Descriptions","27:1--27:3","27","3","adaptive processes, semantic business process management, semantic web services, service-oriented architectures","10.1145/1839707.1839741","","","","","","","2010","","Proceedings of the 6th International Conference on Semantic Systems","I-SEMANTICS '10","","978-1-4503-0014-8","Graz, Austria","ACM","New York, NY, USA"
"article","2655990","Nelson  Rodrigues and Paulo  Leit&#227;o and Eug&#233;nio  Oliveira","","","","Dynamic Composition of Service Oriented Multi-agent System in Self-organized Environments","4:1--4:6","4","6","","10.1145/2655985.2655990","","","","","","","2014","","Proceedings of the 2014 Workshop on Intelligent Agents and Technologies for Socially Interconnected Systems","IAT4SIS '14","","978-1-4503-2890-6","Prague, Czech Republic","ACM","New York, NY, USA"
"article","1559787","Bruno  Sim&#245;es and Giuseppe  Conti and Stefano  Piffer and Raffaele  de Amicis","","","","Enterprise-level Architecture for Interactive Web-based 3D Visualization of Geo-referenced Repositories","147--154","","8","geovisualisation, interaction methods, interactive 3D graphics, service oriented architectures, thin clients, user-interface paradigms, virtual environments","10.1145/1559764.1559787","","","","","","","2009","","Proceedings of the 14th International Conference on 3D Web Technology","Web3D '09","","978-1-60558-432-4","Darmstadt, Germany","ACM","New York, NY, USA"
"article","1859052","Liu  Xuanzhe and Qi  Zhao and Gang  Huang and Zhi  Jin and Hong  Mei","","","","iMashup: Assisting End-user Programming for the Service-oriented Web","285--288","","4","end-user software engineering, service composition, web mashups","10.1145/1858996.1859052","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
"article","1373305","Esben  Dalsgaard and K&#229;re  Kjelstr&#248;m and Jan  Riis","","","","A Federation of Web Services for Danish Health Care","112--121","","10","SAML, SOA, SOAP, WS-trust, X509 certificates, digital signatures, electronic patient records, federated identity management, health care, security token service, single sign on, web services","10.1145/1373290.1373305","","","","","","","2008","","Proceedings of the 7th Symposium on Identity and Trust on the Internet","IDtrust '08","","978-1-60558-066-1","Gaithersburg, Maryland, USA","ACM","New York, NY, USA"
"article","3264608","Raoni  Kulesza and Matheus  Lima and Claudiomar  Araujo and Marcelo F. de Sousa and Aguinaldo M. Filho","","","","Evolution of Software Architectures: From Web 1.0 to Web 3.0 Systems","11--13","","3","Software Architectures, Technologies, Web Systems","10.1145/3243082.3264608","","","","","","","2018","","Proceedings of the 24th Brazilian Symposium on Multimedia and the Web","WebMedia '18","","978-1-4503-5867-5","Salvador, BA, Brazil","ACM","New York, NY, USA"
"article","2331034","Mihai  Suciu and Marcel  Cremene and Florin  Pop and Dumitru  Dumitrescu","","","","Equitable Solutions in QoS-aware Service Optimization","1537--1538","","2","Lorenz dominance, multi-criteria optimization, quality of service, service oriented computing","10.1145/2330784.2331034","","","","","","","2012","","Proceedings of the 14th Annual Conference Companion on Genetic and Evolutionary Computation","GECCO '12","","978-1-4503-1178-6","Philadelphia, Pennsylvania, USA","ACM","New York, NY, USA"
"article","1823893","J. D. Blower","","","","GIS in the Cloud: Implementing a Web Map Service on Google App Engine","34:1--34:4","34","4","cloud computing, geographic information systems, open geospatial consortium, raster, scalability, service-oriented architecture, web map service","10.1145/1823854.1823893","","","","","","","2010","","Proceedings of the 1st International Conference and Exhibition on Computing for Geospatial Research &#38; Application","COM.Geo '10","","978-1-4503-0031-5","Washington, D.C., USA","ACM","New York, NY, USA"
"article","1953367","Liviu-Gabriel  Cretu","","","","Event-driven Replication in Distributed Systems","95--98","","4","distributed systems, event-driven system, message-oriented model, replication, service oriented architecture","10.1145/1953355.1953367","","","","","","","2011","","Proceedings of the 4th India Software Engineering Conference","ISEC '11","","978-1-4503-0559-4","Thiruvananthapuram, Kerala, India","ACM","New York, NY, USA"
"article","2337462","Sedigheh  Khoshnevis","","","","An Approach to Variability Management in Service-oriented Product Lines","1483--1486","","4","","","","","","","","","2012","","Proceedings of the 34th International Conference on Software Engineering","ICSE '12","","978-1-4673-1067-3","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","2070552","Pierre-Alain  Avouac and Philippe  Lalanda and Laurence  Nigay","","","","Service-oriented Autonomic Multimodal Interaction in a Pervasive Environment","369--376","","8","component-based approach, design and implementation tool, multimodal interaction model","10.1145/2070481.2070552","","","","","","","2011","","Proceedings of the 13th International Conference on Multimodal Interfaces","ICMI '11","","978-1-4503-0641-6","Alicante, Spain","ACM","New York, NY, USA"
"article","1217019","Umar  Farooq and Shikharesh  Majumdar and Eric W. Parsons","","","","Engineering Grid Applications and Middleware for High Performance","141--152","","12","QoS in grids, grid computing, grid scheduling, matchmaking, resource management, service oriented architecture","10.1145/1216993.1217019","","","","","","","2007","","Proceedings of the 6th International Workshop on Software and Performance","WOSP '07","","1-59593-297-6","Buenes Aires, Argentina","ACM","New York, NY, USA"
"article","1552282","Malcolm P. Atkinson and Jano I. van Hemert and Liangxiu  Han and Ally  Hume and Chee Sun  Liew","","","","A Distributed Architecture for Data Mining and Integration","11--20","","10","data integration, data mining, data-aware distributed computing, distributed computing, service-oriented architectures","10.1145/1552280.1552282","","","","","","","2009","","Proceedings of the Second International Workshop on Data-aware Distributed Computing","DADC '09","","978-1-60558-589-5","Garching, Germany","ACM","New York, NY, USA"
"article","2031754","Asli  Zengin and Annapaola  Marconi and Marco  Pistore","","","","CLAM: Cross-layer Adaptation Manager for Service-based Applications","21--27","","7","adaptation management, cross-layer adaptation, service-based applications","10.1145/2031746.2031754","","","","","","","2011","","Proceedings of the International Workshop on Quality Assurance for Service-Based Applications","QASBA '11","","978-1-4503-0826-7","Lugano, Switzerland","ACM","New York, NY, USA"
"article","1328072","Marijn  Janssen","","","","Adaptability and Accountability of Information Architectures in Interorganizational Networks","57--64","","8","accountability, adaptability, coordination, flexibility, information architecture, interorganizational networks, orchestration, public service networks, service-oriented architecture","10.1145/1328057.1328072","","","","","","","2007","","Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance","ICEGOV '07","","978-1-59593-822-0","Macao, China","ACM","New York, NY, USA"
"article","2666817","Tomasz  Haupt","","","","Towards Mediation-based Self-healing of Data-driven Business Processes","139--144","","6","data uncertainty, mediation, process management, scientific fidelity, self-healing, service-oriented software engineering","","","","","","","","2012","","Proceedings of the 7th International Symposium on Software Engineering for Adaptive and Self-Managing Systems","SEAMS '12","","978-1-4673-1787-0","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","1985397","Bikram  Sengupta and Abhik  Roychoudhury","","","","Engineering Multi-tenant Software-as-a-service Systems","15--21","","7","cloud computing, multi-tenancy, refinement, semantics, software-as-a-service, testing","10.1145/1985394.1985397","","","","","","","2011","","Proceedings of the 3rd International Workshop on Principles of Engineering Service-Oriented Systems","PESOS '11","","978-1-4503-0591-4","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","3266262","Welder  Luz and Everton  Agilar and Marcos C&#233;sar de Oliveira and Carlos Eduardo R. de Melo and Gustavo  Pinto and Rodrigo  Bonif&#225;cio","","","","An Experience Report on the Adoption of Microservices in Three Brazilian Government Institutions","32--41","","10","experience report, lessons learned, microservice applications, monolithic applications","10.1145/3266237.3266262","","","","","","","2018","","Proceedings of the XXXII Brazilian Symposium on Software Engineering","SBES '18","","978-1-4503-6503-1","Sao Carlos, Brazil","ACM","New York, NY, USA"
"article","2310206","Daniela  Remenska and Tim A. C. Willemse and Kees  Verstoep and Wan  Fokkink and Jeff  Templon and Henri  Bal","","","","Using Model Checking to Analyze the System Behavior of the LHC Production Grid","335--343","","9","DIRAC, service-oriented architecture, stager, mCRL2, model checking, process algebra, LHCb, formal methods","10.1109/CCGrid.2012.90","","","","","","","2012","","Proceedings of the 2012 12th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (Ccgrid 2012)","CCGRID '12","","978-0-7695-4691-9","","IEEE Computer Society","Washington, DC, USA"
"article","3241430","Rafael  de Amorim Silva and Rosana T. V. Braga","","","","An Acknowledged System of Systems for Educational Internet of Everything Ecosystems","25:1--25:7","25","7","cyber-physical ecosystems, internet of everything, multi-agent systems, service-oriented architecture, system of systems","10.1145/3241403.3241430","","","","","","","2018","","Proceedings of the 12th European Conference on Software Architecture: Companion Proceedings","ECSA '18","","978-1-4503-6483-6","Madrid, Spain","ACM","New York, NY, USA"
"article","2465486","Alexandre  Feugas and S&#233;bastien  Mosser and Laurence  Duchien","","","","A Causal Model to Predict the Effect of Business Process Evolution on Quality of Service","143--152","","10","business process, causal model, evolution, quality of service","10.1145/2465478.2465486","","","","","","","2013","","Proceedings of the 9th International ACM Sigsoft Conference on Quality of Software Architectures","QoSA '13","","978-1-4503-2126-6","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","1985399","Sam  Guinea and Paola  Spoletini","","","","Evaluating the Compatibility of Conversational Service Interactions","29--35","","7","data-type similarity, interface specification, service compatibility","10.1145/1985394.1985399","","","","","","","2011","","Proceedings of the 3rd International Workshop on Principles of Engineering Service-Oriented Systems","PESOS '11","","978-1-4503-0591-4","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","1772750","Peep  K&#252;ngas and Marlon  Dumas","","","","Redundancy Detection in Service-oriented Systems","581--590","","10","data model redundancy, federated information systems, metrics, semantic web services, web services","10.1145/1772690.1772750","","","","","","","2010","","Proceedings of the 19th International Conference on World Wide Web","WWW '10","","978-1-60558-799-8","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","1462803","Miguel  Matos and Ant&#243;nio  Sousa","","","","Dependable Distributed OSGi Environment","1--6","","6","JAVA, OSGi, SOC, virtualization","10.1145/1462802.1462803","","","","","","","2008","","Proceedings of the 3rd Workshop on Middleware for Service Oriented Computing","MW4SOC '08","","978-1-60558-368-6","Leuven, Belgium","ACM","New York, NY, USA"
"article","3183407","Hui  Song and Franck  Chauvel and Arnor  Solberg","","","","Deep Customization of Multi-tenant SaaS Using Intrusive Microservices","97--100","","4","SaaS, architecture style, customization, multi-tenancy","10.1145/3183399.3183407","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: New Ideas and Emerging Results","ICSE-NIER '18","","978-1-4503-5662-6","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2684359","George  Feuerlicht and Hong Thai Tran","","","","Enterprise Application Management in Cloud Computing Context","517--523","","7","Service management, cloud computing, cloud service brokerage, service evolution","10.1145/2684200.2684359","","","","","","","2014","","Proceedings of the 16th International Conference on Information Integration and Web-based Applications &#38; Services","iiWAS '14","","978-1-4503-3001-5","Hanoi, Viet Nam","ACM","New York, NY, USA"
"article","3188743","Erik  Wilde","","","","Surfing the API Web: Web Concepts","797--803","","7","api, documentation, http, soa, www","10.1145/3184558.3188743","","","","","","","2018","","Companion Proceedings of the The Web Conference 2018","WWW '18","","978-1-4503-5640-4","Lyon, France","International World Wide Web Conferences Steering Committee","Republic and Canton of Geneva, Switzerland"
"article","1329259","Donna  Griffin and Dirk  Pesch","","","","A Service Oriented Marketplace for Next Generation Networks","109:1--109:3","109","3","","10.1145/1329125.1329259","","","","","","","2007","","Proceedings of the 6th International Joint Conference on Autonomous Agents and Multiagent Systems","AAMAS '07","","978-81-904262-7-5","Honolulu, Hawaii","ACM","New York, NY, USA"
"article","1913818","Golriz  Rezaei and Jens  Pfau and Michael  Kirley","","","","Distributed Advice-Seeking on an Evolving Social Network","24--31","","8","evolving social networks, advice seeking, self-adaptation","10.1109/WI-IAT.2010.78","","","","","","","2010","","Proceedings of the 2010 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 02","WI-IAT '10","","978-0-7695-4191-4","","IEEE Computer Society","Washington, DC, USA"
